บท,คำถาม,ตัวเลือก ก,ข,ค,ง,เฉลย(1-4),คำอธิบาย
c1b3,สารโคเวเลนต์ส่วนใหญ่มีสมบัติเด่นใด?,จุดหลอมเหลวสูงมาก,นำไฟฟ้าได้ดีในสถานะของแข็ง,จุดหลอมเหลวต่ำและมักไม่นำไฟฟ้า,ละลายน้ำได้ดีทุกชนิด,3,สารโคเวเลนต์โมเลกุลมักมีจุดหลอมเหลวต่ำและไม่นำไฟฟ้าเพราะไม่มีไอออนหรืออิเล็กตรอนอิสระ
c1b3,หลักการ like dissolves like หมายความว่าอย่างไร?,สารมีขั้วละลายในตัวทำละลายมีขั้ว,สารทุกชนิดละลายในน้ำ,สารมีขั้วละลายในตัวทำละลายไม่มีขั้ว,โลหะละลายในน้ำได้ดี,1,สารมีขั้วละลายได้ดีในตัวทำละลายมีขั้ว และสารไม่มีขั้วละลายในตัวทำละลายไม่มีขั้ว
c1b3,พันธะโคเวเลนต์แบบใดที่อะตอมหนึ่งให้อิเล็กตรอนคู่ร่วมเพียงฝ่ายเดียว?,พันธะเดี่ยว,พันธะคู่,พันธะโคออร์ดิเนต (โคเวเลนต์เชิงให้),พันธะไอออนิก,3,พันธะโคออร์ดิเนตเกิดเมื่ออะตอมหนึ่งให้อิเล็กตรอนคู่ร่วมพันธะเพียงฝ่ายเดียว
c1b3,เพชรมีความแข็งมากเพราะเหตุใด?,มีพันธะไฮโดรเจน,เป็นโครงผลึกร่างตาข่ายโคเวเลนต์ทั้งก้อน,เป็นพันธะโลหะ,เป็นพันธะไอออนิก,2,เพชรเป็นโครงผลึกร่างตาข่ายที่คาร์บอนทุกอะตอมยึดด้วยพันธะโคเวเลนต์แข็งแรงทั้งก้อน
c1b3,พลังงานพันธะ (bond energy) หมายถึงอะไร?,พลังงานจลน์ของโมเลกุล,พลังงานความร้อนของสาร,พลังงานที่คายออกเมื่อสร้างพันธะ 1 โมล,พลังงานที่ต้องใช้สลายพันธะ 1 โมลในสถานะแก๊ส,4,พลังงานพันธะคือพลังงานที่ใช้สลายพันธะ 1 โมลในสถานะแก๊สให้เป็นอะตอมอิสระ
c1b3,เมื่อเทียบพันธะระหว่างคาร์บอนสองอะตอม พันธะใดมีพลังงานพันธะสูงที่สุด?,พันธะเดี่ยว C-C,พันธะคู่ C=C,พันธะสาม C สาม C,เท่ากันทุกพันธะ,3,พันธะสามใช้อิเล็กตรอนร่วม 3 คู่ จึงแข็งแรงและมีพลังงานพันธะสูงที่สุด
c1b3,เมื่อจำนวนพันธะระหว่างอะตอมคู่เดิมเพิ่มขึ้น ความยาวพันธะเป็นอย่างไร?,ยาวขึ้น,สั้นลง,ไม่เปลี่ยนแปลง,เป็นศูนย์,2,พันธะที่มีจำนวนพันธะมากขึ้น (เดี่ยว สู่ คู่ สู่ สาม) จะสั้นลงและแข็งแรงขึ้น
c1b3,พันธะที่ยาวที่สุดในกลุ่มต่อไปนี้คือพันธะใด?,C-C,C=C,C สาม C,ทุกพันธะยาวเท่ากัน,1,พันธะเดี่ยว C-C ยาวที่สุด เพราะมีจำนวนพันธะน้อยสุดและแรงดึงดูดน้อยกว่า
c1b3,พันธะโคเวเลนต์มีขั้วเกิดขึ้นเมื่อใด?,อะตอมทั้งสองมีค่า EN เท่ากัน,อะตอมเป็นโลหะทั้งคู่,ไม่มีการใช้อิเล็กตรอนร่วม,อะตอมทั้งสองมีค่า EN ต่างกันเล็กน้อย,4,เมื่ออะตอมมีค่า EN ต่างกัน อิเล็กตรอนคู่พันธะจะถูกดึงไปด้านที่มี EN สูงกว่า เกิดขั้ว
c1b3,โมเลกุลที่มีพันธะมีขั้วทุกพันธะ อาจเป็นโมเลกุลไม่มีขั้วได้เมื่อใด?,เมื่อรูปร่างสมมาตรทำให้ขั้วหักล้างกัน,เมื่อมีอะตอมมาก,เมื่อมีคู่โดดเดี่ยวมาก,เป็นไปไม่ได้,1,หากรูปร่างสมมาตร เช่น CO2 หรือ CCl4 ขั้วของแต่ละพันธะจะหักล้างกันจนโมเลกุลไม่มีขั้วสุทธิ
